	Variable1	Variable2	Correlation	Variable1_type	Variable2_type	P-value
136788	Rps4x	Rplp2	0.496977966079884	Genes	Genes	6.16717415073856e-127
136789	Rps4x	Ldha	0.319395589811329	Genes	Genes	6.7526848734525295e-49
136790	Rps4x	Rpl18	0.302895277762382	Genes	Genes	7.220608771971449e-44
136792	Rps4x	Atp5b	0.321614744050921	Genes	Genes	1.3480677001917e-49
136793	Rps4x	Rpl41	0.494282848980048	Genes	Genes	2.31994247958974e-125
136794	Rps4x	Rps26	0.482101218280909	Genes	Genes	1.9997551271204e-118
136795	Rps4x	Rps12	0.526766327820789	Genes	Genes	2.6242300727249603e-145
136796	Rps4x	Mif	0.307955193534729	Genes	Genes	2.23742059255918e-45
136799	Rps4x	Rps15	0.467089033912889	Genes	Genes	2.91203498870606e-110
136800	Rps4x	Eef2	0.399951346761175	Genes	Genes	1.9821585522208198e-78
136803	Rps4x	Rpl18a	0.387109976762757	Genes	Genes	3.95713700121866e-73
136805	Rps4x	Rpl13	0.420064232058628	Genes	Genes	3.28578406124015e-87
136806	Rps4x	Tpt1	0.394029773255267	Genes	Genes	5.90454317943222e-76
136808	Rps4x	Rps24	0.432613712988112	Genes	Genes	5.245440534454068e-93
136809	Rps4x	Eef1a1	0.314453671554498	Genes	Genes	2.33919046010053e-47
136811	Rps4x	Rps25	0.369730818241761	Genes	Genes	2.50788344967844e-66
136812	Rps4x	Rplp1	0.460599343085179	Genes	Genes	7.33197644482548e-107
136813	Rps4x	Rpsa	0.388852224420719	Genes	Genes	7.809035398712401e-74
136814	Rps4x	Rpl4	0.399656892552411	Genes	Genes	2.6406027802329797e-78
136815	Rps4x	Rpl23	0.316736462650422	Genes	Genes	4.5895661149862496e-48
136817	Rps4x	Rps27a	0.382567869174904	Genes	Genes	2.60076169443438e-71
136818	Rps4x	Eif1	0.304843242476343	Genes	Genes	1.91134531240675e-44
136819	Rps4x	Rack1	0.491800339418422	Genes	Genes	6.3435069063681385e-124
136820	Rps4x	Rpl27	0.416859164691324	Genes	Genes	9.038194175179329e-86
136823	Rps4x	Rpl38	0.386618043430751	Genes	Genes	6.24246300509864e-73
136824	Rps4x	2410006H16Rik	0.332692344129311	Genes	Genes	3.4549918952895203e-53
136826	Rps4x	Rps23	0.407020042372041	Genes	Genes	1.8982012264827094e-81
136827	Rps4x	Rps29	0.454322832099595	Genes	Genes	1.22744991791373e-103
136828	Rps4x	Rps7	0.456036343956019	Genes	Genes	1.6416422183996497e-104
136829	Rps4x	Rpl37	0.389214305144186	Genes	Genes	5.5659547849718094e-74
136830	Rps4x	Rpl30	0.420036816596316	Genes	Genes	3.3794617232357604e-87
136831	Rps4x	Ly6e	0.318551213184271	Genes	Genes	1.24310709121087e-48
136832	Rps4x	Rpl8	0.488253807208773	Genes	Genes	6.835533972449449e-122
136833	Rps4x	Lgals1	0.368713268689958	Genes	Genes	6.086676746740249e-66
136834	Rps4x	Bin2	0.306489735952936	Genes	Genes	6.164539172586899e-45
136835	Rps4x	Sod1	0.390277906130587	Genes	Genes	2.0535655370389e-74
136839	Rps4x	Rpl36	0.402649393021883	Genes	Genes	1.4270553667706e-79
136841	Rps4x	Rps10	0.382192507031825	Genes	Genes	3.66713389339286e-71
136842	Rps4x	Rpl10a	0.307988912150147	Genes	Genes	2.1860234580016e-45
136843	Rps4x	Rps28	0.474970527931432	Genes	Genes	1.6952709576012104e-114
136844	Rps4x	Rps18	0.303149462650575	Genes	Genes	6.07393726672068e-44
136845	Rps4x	Rps2	0.380909421742372	Genes	Genes	1.1818311653197899e-70
136846	Rps4x	Rps14	0.380426684902538	Genes	Genes	1.83260472337286e-70
136847	Rps4x	Rpl17	0.396543000114997	Genes	Genes	5.3401566759345904e-77
136848	Rps4x	Fth1	0.499907336723074	Genes	Genes	1.1543617530186199e-128
136849	Rps4x	Fau	0.336410858179905	Genes	Genes	1.9877970881203503e-54
136850	Rps4x	mt-Nd1	0.417486539777106	Genes	Genes	4.738257652600631e-86
136851	Rps4x	mt-Co1	0.302427095156779	Genes	Genes	9.92200432288177e-44
136852	Rps4x	mt-Nd4	0.35738864506659	Genes	Genes	9.45377757819588e-62
136853	Rps4x	mt-Cytb	0.442171739679478	Genes	Genes	1.3661844621407202e-97
137040	Rps4x	Granularity_4_FITC	0.351798440178671	Genes	CP features	9.63060612279691e-60
137042	Rps4x	Granularity_5_FITC	0.311757094717931	Genes	CP features	1.5734014385491802e-46
137051	Rps4x	Intensity_IntegratedIntensity_FITC	0.383125349303205	Genes	CP features	1.56144756488402e-71
137064	Rps4x	Texture_Contrast_FITC_3_00_256	0.317862940032428	Genes	CP features	2.0424012337207598e-48
137065	Rps4x	Texture_Contrast_FITC_3_01_256	0.316901063945946	Genes	CP features	4.07975101672754e-48
137066	Rps4x	Texture_Contrast_FITC_3_02_256	0.316870927432002	Genes	CP features	4.16822570050944e-48
137067	Rps4x	Texture_Contrast_FITC_3_03_256	0.311365215756231	Genes	CP features	2.0735099184398404e-46
137077	Rps4x	Texture_DifferenceEntropy_FITC_3_01_256	0.300683235351177	Genes	CP features	3.22249477108497e-43
137079	Rps4x	Texture_DifferenceEntropy_FITC_3_03_256	0.300678092196759	Genes	CP features	3.2336763628499104e-43
137088	Rps4x	Texture_Entropy_FITC_3_00_256	0.302844007205818	Genes	CP features	7.475274261157659e-44
137089	Rps4x	Texture_Entropy_FITC_3_01_256	0.303800740640275	Genes	CP features	3.89943221218821e-44
137090	Rps4x	Texture_Entropy_FITC_3_02_256	0.302827423384855	Genes	CP features	7.558801149903709e-44
137091	Rps4x	Texture_Entropy_FITC_3_03_256	0.303145615689074	Genes	CP features	6.089775178853751e-44
137096	Rps4x	Texture_SumAverage_FITC_3_00_256	0.380241605581641	Genes	CP features	2.1665760951875003e-70
137097	Rps4x	Texture_SumAverage_FITC_3_01_256	0.381398323197254	Genes	CP features	7.57004243507024e-71
137098	Rps4x	Texture_SumAverage_FITC_3_02_256	0.381609690663149	Genes	CP features	6.245382930039299e-71
137099	Rps4x	Texture_SumAverage_FITC_3_03_256	0.381499637230298	Genes	CP features	6.90516648190212e-71
137108	Rps4x	Texture_SumEntropy_FITC_3_00_256	0.303160690506236	Genes	CP features	6.02769020763335e-44
137109	Rps4x	Texture_SumEntropy_FITC_3_01_256	0.303362693159783	Genes	CP features	5.25530566571739e-44
137110	Rps4x	Texture_SumEntropy_FITC_3_02_256	0.302894740338698	Genes	CP features	7.223113532103691e-44
137111	Rps4x	Texture_SumEntropy_FITC_3_03_256	0.303434820155586	Genes	CP features	5.002615853673529e-44
137120	Rps4x	Texture_SumVariance_FITC_3_00_256	0.33091084835997	Genes	CP features	1.3359415099728201e-52
137121	Rps4x	Texture_SumVariance_FITC_3_01_256	0.329875681498055	Genes	CP features	2.9204501983963503e-52
137122	Rps4x	Texture_SumVariance_FITC_3_02_256	0.330493609086931	Genes	CP features	1.8314151714512802e-52
137123	Rps4x	Texture_SumVariance_FITC_3_03_256	0.331296874695729	Genes	CP features	9.975079183660221e-53
137132	Rps4x	Texture_Variance_FITC_3_00_256	0.321693090252385	Genes	CP features	1.27297166325262e-49
137133	Rps4x	Texture_Variance_FITC_3_01_256	0.321237929041603	Genes	CP features	1.77446539227246e-49
137134	Rps4x	Texture_Variance_FITC_3_02_256	0.321646795143664	Genes	CP features	1.31683434206918e-49
137135	Rps4x	Texture_Variance_FITC_3_03_256	0.321230099091502	Genes	CP features	1.7846141069654198e-49
137138	Psmb4	Krtcap2	0.363304572187716	Genes	Genes	6.40353862390769e-64
137140	Psmb4	Rps27	0.376048596225492	Genes	Genes	9.446801311465029e-69
137142	Psmb4	Rpl22	0.450867679776486	Genes	Genes	6.83707874705645e-102
137144	Psmb4	Rpl11	0.376819224636218	Genes	Genes	4.73873954054709e-69
137145	Psmb4	Rps8	0.408609002066253	Genes	Genes	3.89222973537733e-82
137146	Psmb4	Micos10	0.346426411000413	Genes	Genes	7.46051907679902e-58
137147	Psmb4	Txn1	0.413835518026862	Genes	Genes	1.9892623267855e-84
137148	Psmb4	Rps20	0.5002761426537851	Genes	Genes	6.982351191268079e-129
137151	Psmb4	Atp5j2	0.331907922261963	Genes	Genes	6.27644651260302e-53
137152	Psmb4	Dynll1	0.301249925856406	Genes	Genes	2.1993847845298703e-43
137153	Psmb4	Rplp0	0.417064392063421	Genes	Genes	7.31827862119547e-86
137154	Psmb4	Rpl9	0.301807094564002	Genes	Genes	1.50997012154908e-43
137155	Psmb4	Rpl6	0.320413330324319	Genes	Genes	3.22862624278655e-49
137156	Psmb4	Actb	0.393783932390167	Genes	Genes	7.461233106506378e-76
137157	Psmb4	Cox6a1	0.32091614952463	Genes	Genes	2.24143445996074e-49
137159	Psmb4	Rpl32	0.413037350745587	Genes	Genes	4.47768753740742e-84
137163	Psmb4	Rps16	0.308817672419675	Genes	Genes	1.23048011900899e-45
137164	Psmb4	Rpl27a	0.331580119698696	Genes	Genes	8.04906590957458e-53
137165	Psmb4	Rps9	0.361756793041677	Genes	Genes	2.3905770419590604e-63
137166	Psmb4	Cox6a2	0.346781100340892	Genes	Genes	5.61364022169391e-58
137167	Psmb4	Rps11	0.324592035668122	Genes	Genes	1.5118064835204602e-50
137168	Psmb4	Rpl28	0.398406725044692	Genes	Genes	8.862166485130951e-78
137169	Psmb4	Ftl1	0.33595359892533	Genes	Genes	2.8307418329239e-54
137170	Psmb4	Rps19	0.435342636658108	Genes	Genes	2.66227600601161e-94
137171	Psmb4	Rps17	0.41571791421463	Genes	Genes	2.9166264932232504e-85
137172	Psmb4	Rps3	0.440603171340555	Genes	Genes	7.890369216540911e-97
137173	Psmb4	Rps13	0.345945956896078	Genes	Genes	1.09574064089626e-57
137174	Psmb4	Rps15a	0.466610451389617	Genes	Genes	5.21739037247077e-110
137176	Psmb4	Rps5	0.461183085847901	Genes	Genes	3.65104073837643e-107
137177	Psmb4	Rplp2	0.454907887562305	Genes	Genes	6.1876742170122e-104
137182	Psmb4	Rpl41	0.452941944330864	Genes	Genes	6.159995157832152e-103
137183	Psmb4	Rps26	0.46508295153422	Genes	Genes	3.34287730196034e-109
137184	Psmb4	Rps12	0.469232223723971	Genes	Genes	2.10340444130834e-111
137187	Psmb4	Atp5d	0.334133425870236	Genes	Genes	1.14831988339973e-53
137188	Psmb4	Rps15	0.410264219093397	Genes	Genes	7.40108976725512e-83
137189	Psmb4	Eef2	0.37822277572456	Genes	Genes	1.3420146126655398e-69
137194	Psmb4	Rpl13	0.360585211069167	Genes	Genes	6.45047404372237e-63
137195	Psmb4	Tpt1	0.37812296929177	Genes	Genes	1.46791153986714e-69
137197	Psmb4	Rps24	0.343076881325263	Genes	Genes	1.0769042426258099e-56
137200	Psmb4	Rps25	0.315712009781351	Genes	Genes	9.55144398577827e-48
137201	Psmb4	Rplp1	0.430464278285117	Genes	Genes	5.3679075850455795e-92
137202	Psmb4	Rpsa	0.34562227177483	Genes	Genes	1.42012370409292e-57
137203	Psmb4	Rpl4	0.417325650327928	Genes	Genes	5.5919091365792614e-86
137204	Psmb4	Rpl23	0.313297158152564	Genes	Genes	5.31201145173603e-47
137206	Psmb4	Rps27a	0.33747573158656	Genes	Genes	8.709636352043241e-55
137208	Psmb4	Rack1	0.445356450052504	Genes	Genes	3.761679562974331e-99
137209	Psmb4	Rpl27	0.3608541300581	Genes	Genes	5.1370538797124e-63
137211	Psmb4	Hint1	0.320765890295702	Genes	Genes	2.500448676886789e-49
137212	Psmb4	Rpl38	0.383028753684296	Genes	Genes	1.7055473792634398e-71
137215	Psmb4	Rps23	0.314702843406475	Genes	Genes	1.95930092493818e-47
137216	Psmb4	Rps29	0.37945479018022	Genes	Genes	4.4144913542950805e-70
137217	Psmb4	Rps7	0.42231552543406	Genes	Genes	3.12635107250178e-88
137218	Psmb4	Rpl37	0.382733562670396	Genes	Genes	2.2344606910518898e-71
137219	Psmb4	Rpl30	0.392683177278017	Genes	Genes	2.1210684413393797e-75
137220	Psmb4	Ly6e	0.322021461287193	Genes	Genes	1.0010562508361998e-49
137221	Psmb4	Rpl8	0.449557716971588	Genes	Genes	3.09307609108714e-101
137222	Psmb4	Lgals1	0.39171729884043	Genes	Genes	5.29368511412897e-75
137223	Psmb4	Bin2	0.368217352697423	Genes	Genes	9.360786231372701e-66
137224	Psmb4	Sod1	0.366356101334058	Genes	Genes	4.67440014151518e-65
137228	Psmb4	Rpl36	0.3663821049522	Genes	Genes	4.571499157117619e-65
137230	Psmb4	Rps10	0.374728199325513	Genes	Genes	3.0629107847040203e-68
137232	Psmb4	Rps28	0.450943208852549	Genes	Genes	6.26857106432256e-102
137234	Psmb4	Rps2	0.343327895201452	Genes	Genes	8.827227793890692e-57
137235	Psmb4	Rps14	0.358640393556934	Genes	Genes	3.3134222685701903e-62
137236	Psmb4	Rpl17	0.349552015053464	Genes	Genes	6.00065375614252e-59
137237	Psmb4	Fth1	0.43142130120749	Genes	Genes	1.9096497487175702e-92
137238	Psmb4	Fau	0.326473187319459	Genes	Genes	3.74688772297501e-51
137239	Psmb4	mt-Nd1	0.396114390077927	Genes	Genes	8.060055188010939e-77
137240	Psmb4	mt-Co1	0.320414391826936	Genes	Genes	3.2261902725313396e-49
137241	Psmb4	mt-Nd4	0.304286207233402	Genes	Genes	2.7986283393777704e-44
137242	Psmb4	mt-Cytb	0.439219603164614	Genes	Genes	3.6861448309255898e-96
137405	Psmb4	Granularity_4_FITC	0.337381698070341	Genes	CP features	9.368934874820731e-55
137407	Psmb4	Granularity_5_FITC	0.3318971430931	Genes	CP features	6.32698310751349e-53
137418	Psmb4	Intensity_IntegratedIntensity_FITC	0.386948960334168	Genes	CP features	4.5935298851339696e-73
137430	Psmb4	Texture_Contrast_FITC_3_00_256	0.318699347591001	Genes	CP features	1.1169846830568001e-48
137431	Psmb4	Texture_Contrast_FITC_3_01_256	0.324615605059851	Genes	CP features	1.48558524200927e-50
137432	Psmb4	Texture_Contrast_FITC_3_02_256	0.322234386840558	Genes	CP features	8.56482941575431e-50
137433	Psmb4	Texture_Contrast_FITC_3_03_256	0.322551757257212	Genes	CP features	6.78763980565342e-50
137442	Psmb4	Texture_DifferenceEntropy_FITC_3_00_256	0.303436856504706	Genes	CP features	4.99594173484075e-44
137443	Psmb4	Texture_DifferenceEntropy_FITC_3_01_256	0.30579984960102	Genes	CP features	9.9216495789347e-45
137444	Psmb4	Texture_DifferenceEntropy_FITC_3_02_256	0.303090796461562	Genes	CP features	6.321511341104421e-44
137445	Psmb4	Texture_DifferenceEntropy_FITC_3_03_256	0.305291958604269	Genes	CP features	1.40626211048515e-44
137454	Psmb4	Texture_Entropy_FITC_3_00_256	0.304388315096325	Genes	CP features	2.60918293384002e-44
137455	Psmb4	Texture_Entropy_FITC_3_01_256	0.306061111018442	Genes	CP features	8.283890484775579e-45
137456	Psmb4	Texture_Entropy_FITC_3_02_256	0.304614014758681	Genes	CP features	2.2360804850547802e-44
137457	Psmb4	Texture_Entropy_FITC_3_03_256	0.305224999784857	Genes	CP features	1.4722478679424998e-44
137462	Psmb4	Texture_SumAverage_FITC_3_00_256	0.375794425465234	Genes	CP features	1.1852160080896702e-68
137463	Psmb4	Texture_SumAverage_FITC_3_01_256	0.376774456393107	Genes	CP features	4.932574439219249e-69
137464	Psmb4	Texture_SumAverage_FITC_3_02_256	0.375997804549883	Genes	CP features	9.88484264786782e-69
137465	Psmb4	Texture_SumAverage_FITC_3_03_256	0.376694379543828	Genes	CP features	5.29777094151266e-69
137474	Psmb4	Texture_SumEntropy_FITC_3_00_256	0.305244508284906	Genes	CP features	1.4527400917617402e-44
137475	Psmb4	Texture_SumEntropy_FITC_3_01_256	0.30713601689521	Genes	CP features	3.94448926607382e-45
137476	Psmb4	Texture_SumEntropy_FITC_3_02_256	0.305307423980845	Genes	CP features	1.3914947549118298e-44
137477	Psmb4	Texture_SumEntropy_FITC_3_03_256	0.306257641098003	Genes	CP features	7.23251555877985e-45
137486	Psmb4	Texture_SumVariance_FITC_3_00_256	0.338726901693405	Genes	CP features	3.2896907876453396e-55
137487	Psmb4	Texture_SumVariance_FITC_3_01_256	0.338739740336392	Genes	CP features	3.2568535276909497e-55
137488	Psmb4	Texture_SumVariance_FITC_3_02_256	0.339035750246219	Genes	CP features	2.5862871230923998e-55
137489	Psmb4	Texture_SumVariance_FITC_3_03_256	0.339515892645746	Genes	CP features	1.7787426975635e-55
137498	Psmb4	Texture_Variance_FITC_3_00_256	0.331167541679283	Genes	CP features	1.1001779540988201e-52
137499	Psmb4	Texture_Variance_FITC_3_01_256	0.33054952943174	Genes	CP features	1.7556440563609302e-52
137500	Psmb4	Texture_Variance_FITC_3_02_256	0.332087181464751	Genes	CP features	5.4760876559168e-53
137501	Psmb4	Texture_Variance_FITC_3_03_256	0.331466559226101	Genes	CP features	8.77076412801766e-53
137505	Rps3a1	Rps27	0.311052498219644	Genes	Genes	2.58258963235208e-46
137507	Rps3a1	Rpl22	0.35037613891146	Genes	Genes	3.07171111512979e-59
137509	Rps3a1	Rpl11	0.300002823315796	Genes	Genes	5.094917246225401e-43
137510	Rps3a1	Rps8	0.307473055396685	Genes	Genes	3.1244319055183004e-45
137512	Rps3a1	Txn1	0.320243364296792	Genes	Genes	3.65162860856098e-49
137513	Rps3a1	Rps20	0.374329378307084	Genes	Genes	4.36448339423968e-68
137518	Rps3a1	Rplp0	0.320108374434337	Genes	Genes	4.02722130282049e-49
137524	Rps3a1	Rpl32	0.329313845413703	Genes	Genes	4.46085062399909e-52
137529	Rps3a1	Rpl27a	0.302796977385945	Genes	Genes	7.716679113650791e-44
137534	Rps3a1	Ftl1	0.301860610207762	Genes	Genes	1.4561879305233102e-43
137535	Rps3a1	Rps19	0.328955023002782	Genes	Genes	5.8416336444019204e-52
137536	Rps3a1	Rps17	0.34720308499766	Genes	Genes	3.99842207499211e-58
137537	Rps3a1	Rps3	0.345982891474385	Genes	Genes	1.06402283667487e-57
137539	Rps3a1	Rps15a	0.312728154981127	Genes	Genes	7.941410966063139e-47
137541	Rps3a1	Rps5	0.363865574102883	Genes	Genes	3.96524127511482e-64
137542	Rps3a1	Rplp2	0.333852661210258	Genes	Genes	1.42435456480285e-53
137547	Rps3a1	Rpl41	0.347378447178616	Genes	Genes	3.47276512123255e-58
137548	Rps3a1	Rps26	0.359895352702684	Genes	Genes	1.1540620860803502e-62
137549	Rps3a1	Rps12	0.36008234495009	Genes	Genes	9.85621687881597e-63
137553	Rps3a1	Rps15	0.355937622867298	Genes	Genes	3.16932556846058e-61
137566	Rps3a1	Rplp1	0.353734470072427	Genes	Genes	1.9641980301275102e-60
137573	Rps3a1	Rack1	0.358510375176176	Genes	Genes	3.6949375154639695e-62
137574	Rps3a1	Rpl27	0.322913587612067	Genes	Genes	5.20547744514949e-50
137581	Rps3a1	Rps29	0.331527022117464	Genes	Genes	8.37809900566576e-53
137582	Rps3a1	Rps7	0.32546505508187	Genes	Genes	7.920368090547292e-51
137583	Rps3a1	Rpl37	0.305971422781196	Genes	Genes	8.813881615034089e-45
137584	Rps3a1	Rpl30	0.323034902443355	Genes	Genes	4.76259197326664e-50
137586	Rps3a1	Rpl8	0.356774943720457	Genes	Genes	1.57800697927026e-61
137597	Rps3a1	Rps28	0.349444915443656	Genes	Genes	6.5430885614317115e-59
137602	Rps3a1	Fth1	0.348138796447625	Genes	Genes	1.88237650748649e-58
137604	Rps3a1	mt-Nd1	0.307037035095948	Genes	Genes	4.2229981645831303e-45
137607	Rps3a1	mt-Cytb	0.3551619474809	Genes	Genes	6.028075299883511e-61
137763	Rps3a1	Intensity_IntegratedIntensity_FITC	0.308250895211908	Genes	CP features	1.8245390316839998e-45
137807	Rps3a1	Texture_SumAverage_FITC_3_01_256	0.300673011694157	Genes	CP features	3.24483115276212e-43
137808	Rps3a1	Texture_SumAverage_FITC_3_02_256	0.300540485070577	Genes	CP features	3.5473982322051503e-43
137809	Rps3a1	Texture_SumAverage_FITC_3_03_256	0.303613942917216	Genes	CP features	4.4284167321224503e-44
137853	Rpl34	Rps8	0.321923553707048	Genes	Genes	1.0755424481935499e-49
137856	Rpl34	Rps20	0.360068866604258	Genes	Genes	9.9674064230242e-63
137861	Rpl34	Rplp0	0.303916095822995	Genes	Genes	3.60474851810447e-44
137867	Rpl34	Rpl32	0.312950427299744	Genes	Genes	6.789024185388619e-47
137879	Rpl34	Rps17	0.313429016952289	Genes	Genes	4.83911431915714e-47
137880	Rpl34	Rps3	0.325240478431497	Genes	Genes	9.35222236543382e-51
137882	Rpl34	Rps15a	0.338434615226047	Genes	Genes	4.1310183928837605e-55
137884	Rpl34	Rps5	0.325809909247811	Genes	Genes	6.13639753235428e-51
137885	Rpl34	Rplp2	0.332893983675614	Genes	Genes	2.96360370398582e-53
137890	Rpl34	Rpl41	0.338066944020675	Genes	Genes	5.50012643937486e-55
137891	Rpl34	Rps26	0.3285892340232	Genes	Genes	7.693956986022709e-52
137892	Rpl34	Rps12	0.356553301780157	Genes	Genes	1.8974547842009905e-61
137896	Rpl34	Rps15	0.310562259374064	Genes	Genes	3.64408270287292e-46
137909	Rpl34	Rplp1	0.303754142217916	Genes	Genes	4.0249112764551497e-44
137911	Rpl34	Rpl4	0.307764291634788	Genes	Genes	2.55417376314748e-45
137916	Rpl34	Rack1	0.315676230409456	Genes	Genes	9.7988310216747e-48
137920	Rpl34	Rpl38	0.306754705116017	Genes	Genes	5.1336100504382694e-45
137924	Rpl34	Rps29	0.324406860299314	Genes	Genes	1.73328598902065e-50
137925	Rpl34	Rps7	0.302909577591157	Genes	Genes	7.150714562849609e-44
137929	Rpl34	Rpl8	0.31861788346333	Genes	Genes	1.18488764060152e-48
137940	Rpl34	Rps28	0.35503311855559	Genes	Genes	6.709270856173681e-61
137950	Rpl34	mt-Cytb	0.303360612202092	Genes	Genes	5.26260802595639e-44
138147	Krtcap2	Rps27	0.349866700850842	Genes	Genes	4.64883829198207e-59
138149	Krtcap2	Rpl22	0.314594865759079	Genes	Genes	2.1159637062574798e-47
138151	Krtcap2	Rpl11	0.35239941366831	Genes	Genes	5.884386600713581e-60
138152	Krtcap2	Rps8	0.387052792867	Genes	Genes	4.17222366462012e-73
138153	Krtcap2	Micos10	0.322358742417141	Genes	Genes	7.819354443484311e-50
138154	Krtcap2	Txn1	0.341080380657939	Genes	Genes	5.210023620576561e-56
138155	Krtcap2	Rps20	0.401764810736303	Genes	Genes	3.38688323590928e-79
138158	Krtcap2	Atp5j2	0.31398324933149	Genes	Genes	3.2673532193569703e-47
138160	Krtcap2	Rplp0	0.348548000764794	Genes	Genes	1.3527523679801201e-58
138161	Krtcap2	Rpl9	0.312917398468975	Genes	Genes	6.948970239720061e-47
138162	Krtcap2	Rpl6	0.304760276907292	Genes	Genes	2.0228714319816001e-44
138163	Krtcap2	Actb	0.312116722516117	Genes	Genes	1.22113877222375e-46
138166	Krtcap2	Rpl32	0.359731620802874	Genes	Genes	1.32480598889955e-62
138168	Krtcap2	Aldoa	0.309076781164749	Genes	Genes	1.02812991806366e-45
138170	Krtcap2	Rps16	0.308070834808193	Genes	Genes	2.06605238668172e-45
138171	Krtcap2	Rpl27a	0.357734349874118	Genes	Genes	7.07970620662063e-62
138172	Krtcap2	Rps9	0.350239928331412	Genes	Genes	3.43047141379836e-59
138175	Krtcap2	Rpl28	0.333284547035993	Genes	Genes	2.20014359142777e-53
138176	Krtcap2	Ftl1	0.307783097411094	Genes	Genes	2.52100121292322e-45
138177	Krtcap2	Rps19	0.35520015631663	Genes	Genes	5.84080786532396e-61
138178	Krtcap2	Rps17	0.365354277427044	Genes	Genes	1.1064352288486e-64
138179	Krtcap2	Rps3	0.393471522809692	Genes	Genes	1.00435731015442e-75
138181	Krtcap2	Rps15a	0.403582557544844	Genes	Genes	5.70493901645443e-80
138183	Krtcap2	Rps5	0.404603080446935	Genes	Genes	2.0868543949575894e-80
138184	Krtcap2	Rplp2	0.379203775332684	Genes	Genes	5.5392621518737295e-70
138186	Krtcap2	Rpl18	0.316309221893882	Genes	Genes	6.233133835891809e-48
138189	Krtcap2	Rpl41	0.377946058583194	Genes	Genes	1.7217449972513302e-69
138190	Krtcap2	Rps26	0.403826893753877	Genes	Genes	4.4871078427393805e-80
